ICAO24,Latitude,Longitude,Track,Altitude,Vitesse,Squawk,Radar_Feeder,Type_avion,Registration,Temps_UNIX,Depart,Arrivee,Num_IATA,On_ground,Vertical_Speed,Num_ICAO,Code_ICAO
3C4DC1,52.4033,16.3542,56,6075,221,3601,F-EPWR6,CRJ9,D-ACNA,1645968420,FRA,POZ,LH1390,0,-1216,DLH3WN,DLH
3C66B6,53.7212,9.9173,152,975,143,7441,F-EDDH3,A320,D-AIUV,1645968417,MUC,HAM,LH2066,0,-1024,DLH4MF,DLH
3C5463,53.8569,2.1839,118,37000,441,5233,F-EGSH1,E190,D-AECC,1645968420,EDI,FRA,LH963,0,0,DLH3PL,DLH
3C4DC3,47.8434,11.277,12,10825,316,1000,F-EDDM3,CRJ9,D-ACNC,1645968419,NCE,MUC,LH2271,0,-2432,DLH51F,DLH
3C4DC8,48.3492,11.5948,82,3425,162,3507,F-EDMO3,CRJ9,D-ACNH,1645968419,LUX,MUC,LH2551,0,-1152,DLH2551,DLH
3C6741,49.5359,12.0858,188,23950,493,5663,F-LKPR3,A320,D-AIZA,1645968418,CPH,MUC,LH2441,0,-1024,DLH7NM,DLH
3C648D,44.7595,4.7896,224,35050,478,2576,F-LFMH1,A321,D-AIDM,1645968420,FRA,BCN,LH1130,0,0,DLH52V,DLH
3C66A8,46.6361,14.3313,129,31925,434,1000,F-LJMB3,A320,D-AIUH,1645968420,FRA,ZAG,LH1414,0,-1728,DLH2PJ,DLH
3C6637,47.9728,11.0396,38,10750,305,1000,F-EDDM1,A320,D-AIQW,1645968418,LYS,MUC,LH2249,0,-2240,DLH94N,DLH
3C6597,47.7356,13.5785,293,29025,478,1000,F-LOWI2,A319,D-AILW,1645968420,TSR,MUC,LH2529,0,-960,DLH2529,DLH
3C64AB,56.6691,18.4418,222,36000,464,6501,F-ESMQ2,A21N,D-AIEK,1645968420,HEL,FRA,LH849,0,-64,DLH5LX,DLH
3C65C1,54.5459,10.2827,180,35000,455,0746,F-ESMT1,A20N,D-AINA,1645968419,OSL,FRA,LH861,0,0,DLH3VR,DLH
3C5469,46.8134,19.6,293,36000,454,1000,F-LQBK3,E190,D-AECI,1645968419,OTP,FRA,LH1421,0,64,DLH1421,DLH
3C6584,48.5214,11.7143,215,10150,337,1000,F-LOWS5,A319,D-AILD,1645968420,BRE,MUC,LH2193,0,-1984,DLH6YX,DLH
3C5461,49.2855,14.9473,108,35000,384,1000,F-LKPR3,E190,D-AECA,1645968418,FRA,CLJ,LH1472,0,0,DLH7WH,DLH
3C6657,43.701,22.6131,323,23150,456,1757,F-LBVD1,A321,D-AIRW,1645968419,SOF,FRA,LH1427,0,832,DLH7AC,DLH
3C6543,54.3744,11.5931,32,37000,426,3734,F-EDCG2,A20N,D-AIJC,1645968419,FRA,ARN,LH806,0,0,DLH8NF,DLH
3C6484,48.1275,0.8688,63,37975,448,1000,F-LFRG1,A321,D-AIDD,1645968419,BIO,FRA,LH1143,0,0,DLH44C,DLH
3C670B,53.154,4.5584,307,38000,493,2527,F-EGNM8,A359,D-AIXK,1645968417,FRA,YYZ,LH470,0,0,DLH470,DLH
3C6668,46.7046,14.6698,125,35025,437,6424,F-LQBK2,A321,D-AISH,1645968418,FRA,IST,LH1298,0,-64,DLH1298,DLH
3C666A,54.1462,12.4932,33,35000,420,7721,F-EDHN1,A321,D-AISJ,1645968419,FRA,HEL,LH850,0,0,DLH1LL,DLH
3C6581,48.361,11.7446,83,1325,113,1250,F-EDDM1,A319,D-AILA,1645968418,CGN,MUC,LH1979,0,-576,DLH8EE,DLH
3C4D66,48.3379,11.7145,83,1550,127,1000,F-EDDM1,CRJ9,D-ACKF,1645968418,ZRH,MUC,LH2371,0,-896,DLH2RW,DLH
3C4A8B,47.3954,12.6853,134,37000,496,7661,F-LOWG4,B744,D-ABTK,1645968418,FRA,DXB,LH630,0,0,DLH630,DLH
3C4D6A,48.2999,8.9376,354,29325,432,1000,F-EDSB2,CRJ9,D-ACKJ,1645968420,GOA,FRA,LH261,0,-1472,DLH2LC,DLH
3C674E,41.2936,15.5176,6,37975,461,1243,F-LDSP1,A320,D-AIZN,1645968419,CTA,FRA,LH307,0,0,DLH7FL,DLH
3C4B32,52.5004,5.4298,302,32000,506,2571,F-EDDG1,B748,D-ABYR,1645968420,FRA,MEX,LH498,0,0,DLH498,DLH
3C65C5,39.5182,13.4244,349,38000,427,6567,F-LMML1,A20N,D-AINE,1645968418,MLA,FRA,LH1277,0,0,DLH1KW,DLH
3C6590,44.949,9.0261,39,37975,435,1000,F-LIPX4,A319,D-AILP,1645968420,MRS,MUC,LH2245,0,0,DLH2245,DLH
3C65C9,43.4615,-2.07,26,36025,452,1423,F-LFBD1,A20N,D-AINI,1645968420,MAD,FRA,LH1113,0,0,DLH72J,DLH
3C66B0,48.3613,11.7973,264,0,11,1000,F-EDDM1,A320,D-AIUP,1645968419,FRA,MUC,LH118,1,0,DLH118,DLH
3C6487,43.9699,11.6088,355,35650,427,1000,F-LIRA4,A321,D-AIDG,1645968418,FCO,FRA,LH233,0,640,DLH3NW,DLH
3C64A3,48.2444,11.3956,131,35000,414,0134,F-EDDM2,A21N,D-AIEC,1645968419,FRA,CAI,LH580,0,64,DLH580,DLH
3C6446,49.1347,13.8198,239,26375,547,1000,F-LKPR1,A319,D-AIBF,1645968420,KRK,MUC,LH1621,0,-1600,DLH8PN,DLH
3C6583,49.9606,8.937,137,36700,438,1000,F-EDQD2,A319,D-AILC,1645968417,AMS,MUC,LH2301,0,-960,DLH5ME,DLH
3C4DD2,48.1981,8.4903,15,32000,425,1000,F-EDNY1,CRJ9,D-ACNR,1645968419,GVA,FRA,LH1217,0,64,DLH6HY,DLH
3C6485,49.8707,11.72,96,32300,387,7641,F-LKPR3,A321,D-AIDE,1645968418,FRA,GYD,LH612,0,640,DLH612,DLH
3C4B2B,51.8964,7.5222,330,26325,500,2556,F-EDKA1,B748,D-ABYK,1645968418,FRA,EWR,LH402,0,1024,DLH402,DLH
3C66B2,47.8487,14.8606,281,31300,516,1000,F-LZIB3,A320,D-AIUR,1645968420,BUD,MUC,LH1727,0,-1472,DLH1727,DLH
3C6444,45.6288,17.9863,302,33975,467,4516,F-LHPP2,A319,D-AIBD,1645968420,BEG,FRA,LH1407,0,64,DLH6LM,DLH
3C5464,42.0072,19.2465,335,23325,368,1365,F-BKPR3,E190,D-AECD,1645968419,TIA,FRA,LH1425,0,1216,DLH1425,DLH
3C4DC4,52.8672,15.662,211,31150,525,1000,F-EPBY6,CRJ9,D-ACND,1645968419,GDN,MUC,LH1643,0,448,DLH9MM,DLH
3C66E3,43.621,11.5771,356,31750,444,1000,F-LIRA3,A320,D-AIWC,1645968420,FCO,MUC,LH1867,0,1216,DLH2VX,DLH
3C66A1,46.882,9.0763,3,32000,404,1000,F-LSZB1,A320,D-AIUA,1645968420,LIN,FRA,LH273,0,64,DLH9JA,DLH
3C6545,50.9689,9.3866,52,23050,420,3732,F-EDVK1,A20N,D-AIJE,1645968418,FRA,TLL,LH882,0,2432,DLH882,DLH
3C65CC,50.4763,7.743,308,24125,454,0124,F-EDDF1,A20N,D-AINL,1645968420,FRA,GLA,LH974,0,1344,DLH974,DLH
3C648E,41.9909,-8.5788,8,17950,395,5466,F-LPPR2,A321,D-AIDN,1645968417,OPO,FRA,LH1177,0,1664,DLH62A,DLH
3C4DC6,47.9375,7.8456,15,23875,326,1000,F-LFSQ2,CRJ9,D-ACNF,1645968419,BSL,FRA,LH1205,0,960,DLH2PP,DLH
3C6489,50.3335,8.9012,26,10900,322,1000,F-EDLW2,A321,D-AIDI,1645968419,FRA,BER,LH186,0,1088,DLH8YM,DLH
3C66A6,48.1393,15.7762,277,15900,412,1000,F-LDZA8,A320,D-AIUF,1645968419,VIE,FRA,LH1239,0,2112,DLH09X,DLH
3C66A3,50.1459,8.6313,357,4725,266,0123,T-EDDF240,A320,D-AIUC,1645968417,FRA,MAN,LH938,0,3136,DLH9HP,DLH
3C6593,48.2445,11.9821,185,11425,316,1000,F-LOWS5,A319,D-AILS,1645968420,MUC,FCO,LH1868,0,3072,DLH1XN,DLH
3C66AB,48.7992,11.2656,325,16525,396,1000,F-LOWS2,A320,D-AIUK,1645968418,MUC,FRA,LH109,0,2752,DLH6UA,DLH
3C4DD7,51.1002,16.894,295,0,64,0000,F-EPWR4,CRJ9,D-ACNW,1645968406,WRO,FRA,LH1373,1,0,DLH4XN,DLH
3C6486,48.3453,11.8151,84,2400,158,6674,F-EDMO3,A321,D-AIDF,1645968419,MUC,FAO,LH1786,0,1920,DLH91X,DLH
3C674D,48.7141,12.0997,24,15275,324,1000,F-EDQD2,A320,D-AIZM,1645968417,MUC,BER,LH1944,0,1792,DLH9YF,DLH
3C4DC2,49.4975,11.0706,278,0,24,4165,F-EDDN2,CRJ9,D-ACNB,1645968420,NUE,FRA,LH147,1,0,DLH8LL,DLH
3C6582,48.3457,11.7672,264,0,28,4362,F-EDDM1,A319,D-AILB,1645968420,MUC,CTA,LH1906,1,0,DLH1906,DLH
3C5468,46.9964,15.4431,126,0,0,1000,F-LOWG2,E190,D-AECH,1645968419,GRZ,FRA,LH1261,1,0,DLH02E,DLH
3C66E8,48.3495,11.7954,174,0,18,6667,F-EDDM1,A320,D-AIWH,1645968397,MUC,MAD,LH1802,1,0,DLH1802,DLH
3C66AC,55.6263,12.6413,126,0,0,0733,F-EKCH1,A320,D-AIUL,1645968418,CPH,FRA,LH829,1,0,DLH8CX,DLH
3965B1,40.0555,116.6001,353,0,137,3002,T-F6M,B77W,F-GZNR,1645826973,CDG,PEK,AF128,0,-512,AFR128,AFR
39CF03,46.4352,-76.8532,214,40000,445,705,F-CYRO3,A359,F-HTYD,1645826978,CDG,ATL,AF688,0,0,AFR688,AFR
394A04,37.8039,123.0298,134,26600,456,0,T-RKSS16,B77W,F-GSQE,1645826977,CDG,ICN,AF264,0,0,AFR264,AFR
396442,5.3115,-52.1395,204,11250,345,5314,F-SOCA2,A332,F-GZCC,1645826978,CDG,CAY,AF866,0,-1600,AFR866,AFR
3965AD,25.6349,-75.3171,258,32000,475,4003,F-MYEH1,B77W,F-GZNN,1645826978,CDG,CUN,AF652,0,0,AFR652,AFR
394A0D,25.892,-53.0094,246,36000,467,0,F-SAT6,B77W,F-GSQN,1645826972,CDG,PUJ,AF910,0,0,AFR910,AFR
39C425,16.9096,-69.5588,231,38000,506,7414,F-MDBH1,B789,F-HRBF,1645826976,CDG,PTY,AF474,0,-64,AFR474,AFR
394A0F,14.5953,-61.0014,47,0,1,4011,F-TFFF1,B77W,F-GSQP,1645826925,CDG,FDF,AF810,1,0,AFR810,AFR
396449,9.9534,-0.554,217,40000,463,2000,F-DSGI3,A332,F-GZCJ,1645826977,CDG,ABJ,AF704,0,0,AFR704,AFR
3965A4,40.6531,-73.7818,270,0,20,770,F-KJFK1,B77W,F-GZNE,1645826977,CDG,JFK,AF6,1,0,AFR006,AFR
394A11,16.4022,-61.7583,233,3525,262,4026,F-TFFR1,B77W,F-GSQR,1645826977,CDG,PTP,AF762,0,-64,AFR762,AFR
39CF0D,45.4598,-73.7536,208,0,3,2405,F-CYUL4,A359,F-HTYN,1645826968,CDG,YUL,AF344,1,0,AFR344,AFR
394A0E,17.749,38.6521,140,33000,528,1616,F-HSPN1,B77W,F-GSQO,1645826977,CDG,RUN,AF646,0,0,AFR646,AFR
3965A1,43.778,-72.0638,212,38000,403,710,F-KBTV1,B77W,F-GZNB,1645826976,CDG,IAD,AF54,0,0,AFR054,AFR
3965A5,20.7236,-57.5823,238,40000,485,0,F-SAT6,B77W,F-GZNF,1645826972,ORY,PTP,AF790,0,0,AFR790,AFR
3949EF,22.652,-52.9288,225,39996,466,0,F-SAT7,B772,F-GSPP,1645826980,ORY,FDF,AF872,0,0,AFR872,AFR
3965A3,45.9204,-68.7696,208,36000,409,3567,F-KBGR3,B77W,F-GZND,1645826977,CDG,JFK,AF10,0,0,AFR010,AFR
39C422,23.5652,-55.9259,226,39996,456,0,F-SAT6,B789,F-HRBC,1645826976,CDG,BOG,AF422,0,0,AFR422,AFR
39CF01,51.2442,-72.8746,216,40000,450,726,F-CYRJ1,A359,F-HTYB,1645826977,CDG,DTW,AF378,0,0,AFR378,AFR
3949F4,63.1842,103.5277,122,37000,494,0,F-EST,B772,F-GSPU,1645826980,CDG,NRT,AF276,0,0,AFR276,AFR
3951C2,33.3978,-48.8559,266,32000,446,0,F-SAT2,B77L,F-GUOC,1645826972,CDG,MEX,AF6722,0,0,AFR6722,AFR
394A00,57.5082,86.8309,293,32000,431,136,F-UNTT3,B77W,F-GSQA,1645826978,ICN,CDG,AF193,0,-64,AFR193,AFR
3965B2,13.2986,35.8094,330,34000,508,2000,F-EST,B77W,F-GZNS,1645826972,MRU,CDG,AF473,0,0,AFR473,AFR
39CF08,56.3164,-52.8593,243,39000,440,2000,F-EST,A359,F-HTYI,1645826976,CDG,YUL,AF348,0,0,AFR348,AFR
394A14,3.295,21.059,344,32000,503,0,F-EST,B77W,F-GSQU,1645826972,JNB,CDG,AF995,0,0,AFR995,AFR
3949E9,6.3789,-136.7213,29,38100,493,0,F-EST,B772,F-GSPJ,1645826980,PPT,LAX,AF77,0,0,AFR077,AFR
39C421,56.5953,-34.6058,281,38000,434,0,F-SAT2,B789,F-HRBB,1645826980,CDG,JFK,AF8,0,0,AFR008,AFR
3965A9,54.6874,96.8365,302,32000,428,3012,F-UNKL4,B77W,F-GZNJ,1645826977,PEK,CDG,AF393,0,0,AFR393,AFR
394A0A,40.815,-71.9986,72,29950,625,3027,F-KFRG2,B77W,F-GSQK,1645826978,JFK,CDG,AF23,0,1920,AFR023,AFR
39CF0B,-7.2659,-36.042,28,37000,484,4037,F-SBJU5,A359,F-HTYL,1645826979,GRU,CDG,AF457,0,0,AFR457,AFR
3944EB,60.1926,11.1045,284,0,9,665,F-ENGM9,A319,F-GRHL,1645826970,CDG,OSL,AF1274,1,0,AFR15WC,AFR
394A13,-3.3608,47.5881,329,30000,523,0,F-SAT2,B77W,F-GSQT,1645826972,RUN,ORY,AF671,0,0,AFR671,AFR
3946E4,39.1442,20.1974,126,37000,484,662,F-LGPZ2,A319,F-GRXE,1645826976,CDG,ATH,AF1032,0,0,AFR43SG,AFR
3946E9,58.8711,20.503,55,38975,466,667,F-ESSV5,A319,F-GRXJ,1645826977,CDG,HEL,AF1176,0,0,AFR86HJ,AFR
394A17,38.2985,20.0388,138,33000,515,670,F-LGRX2,B77W,F-GSQX,1645826977,ORY,RUN,AF642,0,0,AFR642,AFR
396447,9.9963,8.835,352,38050,465,5066,F-DNAA1,A332,F-GZCH,1645826977,PNR,CDG,AF807,0,0,AFR807,AFR
392AF2,38.7357,-9.1603,22,850,129,7645,F-LPPT3,A320,F-GKXS,1645826979,CDG,LIS,AF1124,0,-640,AFR53LN,AFR
39CF07,26.7342,64.2698,229,35000,453,564,F-OPGD1,A359,F-HTYH,1645826978,DEL,CDG,AF225,0,64,AFR225,AFR
3944F3,37.0935,-4.9379,191,11200,254,7661,F-LPFR5,A319,F-GRHT,1645826977,CDG,AGP,AF9440,0,-1728,AFR28KX,AFR
392AED,56.7532,13.4372,48,33000,358,672,F-ESTA6,A320,F-GKXN,1645826977,CDG,ARN,AF1462,0,0,AFR38WK,AFR
3991E2,23.7834,-68.7566,351,36000,410,3306,F-EST,A320,F-HEPC,1645826972,PTP,YUL,AF624,0,0,AFR624,AFR
39644A,20.8262,-58.6177,56,37975,481,7132,F-EST,A332,F-GZCK,1645826980,SXM,CDG,AF499,0,-64,AFR499,AFR
392AF5,47.3484,19.432,245,2175,186,1000,T-MLAT1,A320,F-GKXV,1645826978,CDG,BUD,AF1694,0,-1088,AFR83QB,AFR
3946E3,55.7438,12.8313,185,2125,228,7554,F-ESTL1,A319,F-GRXD,1645826978,CDG,CPH,AF1350,0,-1280,AFR85RM,AFR
392AEE,56.0235,-3.0357,346,2925,224,7553,F-EGPH3,A320,F-GKXO,1645826978,CDG,EDI,AF1886,0,-1088,AFR62DN,AFR
39C423,43.3507,17.875,122,37000,526,651,F-LIBD2,B789,F-HRBD,1645826978,CDG,MLE,AF222,0,0,AFR222,AFR
394C13,47.9242,16.548,82,7025,276,1000,F-LZIB3,A321,F-GTAT,1645826979,CDG,VIE,AF1238,0,-1728,AFR51UY,AFR
3991E9,53.2767,-5.548,25,5500,274,7562,F-EGNS2,A320,F-HEPJ,1645826977,CDG,DUB,AF1016,0,-1792,AFR75FA,AFR
39CF09,17.097,69.7158,298,34000,481,642,F-EST,A359,F-HTYJ,1645826976,BLR,CDG,AF191,0,0,AFR191,AFR
3949F9,11.4166,-49.3109,23,35000,477,0,F-SAT6,B772,F-GSPZ,1645826976,CAY,ORY,AF853,0,0,AFR853,AFR
392AF8,52.4513,-1.7365,56,0,6,7557,F-EGBB3,A320,F-GKXY,1645826960,CDG,BHX,AF1564,1,0,AFR71VP,AFR
39C424,46.0938,11.5633,122,33000,542,671,F-LIPH2,B789,F-HRBE,1645826979,CDG,SIN,AF256,0,-64,AFR256,AFR
3991E3,44.481,8.0851,135,32975,499,1000,F-LIML2,A320,F-HEPD,1645826978,CDG,FCO,AF1004,0,128,AFR37AZ,AFR
3949E4,13.7262,-14.6974,345,38000,456,1052,F-GBYD5,B772,F-GSPE,1645826975,CKY,NKC,AF748,0,0,AFR748,AFR
3949F7,-3.7679,11.6183,353,36000,481,2000,F-FCPP2,B772,F-GSPX,1645826972,LAD,CDG,AF929,0,0,AFR929,AFR
394A08,25.755,53.4962,287,34000,406,6206,F-OTBH1,B77W,F-GSQI,1645826976,DXB,CDG,AF655,0,0,AFR655,AFR
392AEF,48.7276,3.8756,116,27725,456,5615,F-EBKT2,A320,F-GKXP,1645826979,CDG,IST,AF1390,0,1280,AFR1390,AFR
39C428,-3.5489,-37.9117,53,16675,385,5163,F-SBFZ7,B789,F-HRBI,1645826978,FOR,CDG,AF419,0,1600,AFR419,AFR
3965A8,37.2855,126.6229,161,9975,291,7107,F-RKSI1,B77W,F-GZNI,1645826977,ICN,PVG,AF112,0,2688,AFR112,AFR
3949EA,12.5858,-7.9221,11,3300,208,1354,F-GABS4,B772,F-GSPK,1645826978,BKO,NKC,AF558,0,2304,AFR558,AFR
3965AB,16.2682,-61.5266,278,0,0,6517,F-TFFR1,B77W,F-GZNL,1645826978,PTP,ORY,AF789,1,0,AFR789,AFR
3965AE,14.589,-61.0178,303,0,6,6406,F-TFFF1,B77W,F-GZNO,1645826978,FDF,ORY,AF841,1,0,AFR841,AFR
3949F8,33.6376,-84.4174,180,0,0,2073,F-KATL3,B772,F-GSPY,1645826978,ATL,CDG,AF681,1,0,AFR681,AFR
485789,40.0856,-86.4588,193,36000,430,762,F-KLAF1,B789,PH-BHO,1645826977,AMS,MEX,KL685,0,0,KLM685,KLM
4851B0,8.3895,-26.343,24,35000,490,0,F-SAT2,B789,PH-BHE,1645826980,EZE,AMS,KL702,0,0,KLM702,KLM
485343,52.8672,-70.1656,216,37975,455,2424,F-CYWK1,B789,PH-BHI,1645826977,AMS,ATL,KL621,0,64,KLM166,KLM
485788,27.4162,63.0038,321,33975,418,102,F-OPGD1,B789,PH-BHP,1645826978,SIN,AMS,KL840,0,-64,KLM840,KLM
484411,51.1838,-65.7435,218,38000,426,2427,F-CYXK1,A332,PH-AOC,1645826979,AMS,YUL,KL671,0,0,KLM671,KLM
484416,59.0884,79.2248,289,36000,441,133,F-UNSS3,B772,PH-BQM,1645826977,ICN,AMS,KL832,0,0,KLM832,KLM
48436E,60.499,-70.9447,236,36000,450,6234,F-CYKG1,B772,PH-BQG,1645826978,AMS,MSP,KL655,0,-64,KLM655,KLM
484561,28.1411,72.9779,297,30000,434,732,F-OPBR1,B77W,PH-BVD,1645826977,BKK,AMS,KL820,0,0,KLM820,KLM
486258,60.2759,5.2241,350,100,138,171,F-ENBR3,E295,PH-NXB,1645826978,AMS,BGO,KL1193,0,-896,KLM33J,KLM
484EE5,60.3181,24.9637,106,0,3,3150,F-EFHK5,B738,PH-HSE,1645826972,AMS,HEL,KL1171,1,0,KLM35E,KLM
485873,58.4079,15.6584,202,0,0,152,F-ESSL1,E75L,PH-EXW,1645826914,AMS,LPI,KL1183,1,0,KLM1183,KLM
485085,44.8174,20.291,303,0,0,4133,F-LYBE3,E190,PH-EXC,1645826976,AMS,BEG,KL1899,1,0,KLM59H,KLM
486257,41.1892,-8.331,211,10025,306,2137,F-LPPR3,E295,PH-NXA,1645826977,AMS,OPO,KL1715,0,-1344,KLM87Y,KLM
48436B,41.192,-10.4787,239,32000,492,2123,F-LPPT6,B772,PH-BQD,1645826977,AMS,SCL,KL703,0,0,KLM703,KLM
485A32,52.24,4.6099,57,1725,172,1000,F-EHRD3,B738,PH-BCG,1645826978,FCO,AMS,KL1608,0,-1792,KLM84A,KLM
485875,62.8247,11.1135,19,19425,302,154,F-ENOL2,E190,PH-EXY,1645826976,AMS,TRD,KL1177,0,-1856,KLM1177,KLM
485A34,45.0403,24.3662,115,22900,445,1000,F-LROP1,B738,PH-BCK,1645826977,AMS,OTP,KL1379,0,-2368,KLM79G,KLM
484558,40.2699,-3.2679,284,6450,259,2126,F-LEMD9,B738,PH-BGA,1645826979,AMS,MAD,KL1707,0,-704,KLM75U,KLM
485A33,42.9158,18.915,147,39000,482,141,F-LIBD2,B738,PH-BCH,1645826978,AMS,ATH,KL1581,0,0,KLM44Q,KLM
484EE4,41.7969,12.2486,250,0,0,1000,F-LIRA4,B738,PH-HSD,1645826976,AMS,FCO,KL1609,1,0,KLM63G,KLM
484133,41.2759,2.0793,19,0,159,2124,F-LEBL4,B738,PH-BXD,1645826979,AMS,BCN,KL1681,0,-896,KLM81J,KLM
485870,57.1999,-2.2019,247,0,0,7341,F-EGPD1,E75L,PH-EXU,1645826911,AMS,ABZ,KL1451,1,0,KLM1451,KLM
484CB9,51.9663,20.9696,88,5300,249,1000,F-EPWA2,B737,PH-BGT,1645826977,AMS,WAW,KL1369,0,-1024,KLM85R,KLM
484556,43.9183,-4.8512,210,37000,460,2144,F-LEXJ6,B738,PH-BXY,1645826978,AMS,LIS,KL1697,0,0,KLM1697,KLM
485814,46.0208,15.4223,134,14450,300,1000,F-LDZA3,E75L,PH-EXT,1645826977,AMS,ZAG,KL1939,0,-1792,KLM1939,KLM
485344,49.2176,-7.5297,237,32300,482,2107,F-EGHE3,B789,PH-BHL,1645826979,AMS,EZE,KL701,0,1024,KLM701,KLM
484165,48.0956,17.4074,107,28250,440,1000,F-LKPO1,B738,PH-BXM,1645826977,AMS,BUD,KL1981,0,-960,KLM1981,KLM
484F71,25.2476,55.3738,300,0,72,4252,T-OMDB7,A333,PH-AKA,1645826979,RUH,DXB,KL419,1,0,KLM419,KLM
48418C,46.1677,14.68,134,35000,488,3133,F-LJLJ2,B739,PH-BXR,1645826979,AMS,TLV,KL461,0,64,KLM461,KLM
484443,9.1273,31.579,339,36000,483,5242,F-SAT2,A332,PH-AOD,1645826976,EBB,AMS,KL535,0,0,KLM536,KLM
484132,45.6449,8.8622,159,11725,335,1000,F-LIPX1,B738,PH-BXC,1645826978,AMS,MXP,KL1637,0,-3008,KLM47N,KLM
48418A,53.6672,-5.6911,227,11575,247,6270,F-EIDW6,B739,PH-BXO,1645826978,AMS,DUB,KL939,0,-1536,KLM25Q,KLM
4850F5,49.8981,15.5909,134,29000,518,140,F-LKPO1,B77W,PH-BVO,1645826977,AMS,BKK,KL843,0,-64,KLM843,KLM
484CBB,18.1424,-63.0112,44,32000,499,6612,F-TNCM5,B77W,PH-BVG,1645826979,CUR,AMS,KL736,0,0,KLM736,KLM
485B42,0.0937,36.5223,336,34000,505,536,F-HKNW3,B78X,PH-BKA,1645826979,DAR,AMS,KL567,0,-64,KLM567,KLM
484CBA,50.3384,14.5826,130,31000,523,150,F-LKMT1,B77W,PH-BVF,1645826978,AMS,SIN,KL839,0,0,KLM839,KLM
48455A,53.428,-2.1208,230,2000,159,7336,F-EGNO2,B738,PH-BGC,1645826978,AMS,MAN,KL1083,0,-960,KLM59W,KLM
4841C3,49.8336,-2.5376,226,30000,482,2113,F-EGOV2,B744,PH-CKA,1645826979,AMS,VCP,MP7551,0,0,MPH7551,KLM
484F06,55.2984,-2.4591,315,18500,347,6272,F-EGNT7,B737,PH-BGM,1645826979,AMS,EDI,KL1293,0,-2816,KLM1293,KLM
485B45,4.5421,35.2326,344,32000,523,501,F-HSSJ2,B78X,PH-BKF,1645826976,NBO,AMS,KL566,0,0,KLM174,KLM
484557,47.9118,6.575,173,34725,555,1000,F-LFLI2,B738,PH-BXZ,1645826977,AMS,GVA,KL1937,0,-1152,KLM53C,KLM
485778,51.4624,-1.6189,280,15150,369,6275,F-EGBE3,E75L,PH-EXR,1645826978,AMS,BRS,KL1057,0,-1984,KLM1057,KLM
484FDE,54.9049,8.1457,41,21875,308,157,F-EDXH1,B738,PH-BCD,1645826978,AMS,BLL,KL1349,0,-1792,KLM39N,KLM
484370,53.6394,7.6601,58,35000,413,3167,F-EDWI4,B772,PH-BQI,1645826978,AMS,ICN,KL855,0,0,KLM855,KLM
4841C5,1.8557,35.9625,344,30000,538,515,F-HKNK2,B744,PH-CKC,1645826979,NBO,AMS,MP8342,0,0,MPH8342,KLM
485345,26.6736,-79.0748,32,27575,456,3743,F-KFXE1,B789,PH-BHM,1645826979,MIA,AMS,KL628,0,1600,KLM628,KLM
485B44,31.18,-94.4075,33,26150,522,2526,F-KPRX1,B78X,PH-BKD,1645826979,IAH,AMS,KL662,0,1536,KLM194,KLM
484371,-26.139,28.2367,15,0,93,7312,F-FAOR4,B772,PH-BQK,1645826976,JNB,AMS,KL592,1,0,KLM592,KLM
484CBC,28.6376,76.2466,289,23225,395,571,F-VIDP8,B77W,PH-BVI,1645826978,DEL,AMS,KL872,0,1856,KLM872,KLM
485341,37.6124,-122.3917,194,0,0,1703,F-KSFO2,B789,PH-BHG,1645826978,SFO,AMS,,1,0,KLM282,KLM
485000,25.2586,55.3472,120,0,7,572,T-OMDB20,B77W,PH-BVK,1645826979,DXB,AMS,KL428,1,0,KLM428,KLM
484410,18.0408,-63.1097,81,0,16,2134,F-TNCM1,A332,PH-AOB,1645826979,SXM,AMS,KL730,1,0,KLM730,KLM
485E2D,33.9413,-118.4143,286,0,1,7674,F-KEMT2,B78X,PH-BKG,1645826971,LAX,AMS,KL602,1,0,KLM602,KLM
C023C7,46.0716,-78.5041,192,38000,476,1364,F-CYBN2,B789,C-FNOG,1645826977,DEL,YYZ,AC49,0,-64,ACA49,ACA
C07C7B,50.1983,-100.8222,279,34000,425,2265,F-CYEN1,BCS3,C-GVDQ,1645826978,YYZ,YQR,AC1115,0,0,ACA1115,ACA
C07C7A,45.4566,-73.7541,118,0,1,1044,F-CYUL4,BCS3,C-GVDP,1645826977,LAX,YUL,AC782,1,0,ACA782,ACA
C01732,59.6648,-103.8195,236,38000,470,0,T-F5M,B77L,C-FIUJ,1645826972,LHR,YVR,AC861,0,0,ACA861,ACA
C02EC1,75.9832,-167.1049,258,37996,458,0,F-SAT6,B789,C-FRSI,1645826972,YYZ,ICN,AC7281,0,0,ACA7281,ACA
C027D1,30.4271,-81.444,1,35000,461,7457,F-KCRG1,B763,C-FPCA,1645826977,LIM,YYZ,AC7254,0,0,ACA7254,ACA
C04FD7,44.4117,-12.7327,116,39000,474,2000,F-LPPR1,A333,C-GEGC,1645826980,YYZ,MAD,AC7230,0,0,ACA7230,ACA
C010A8,76.8759,-119.1682,303,36000,470,0,F-SAT6,B789,C-FGHZ,1645826980,YYZ,ICN,AC7291,0,0,ACA7291,ACA
C030A6,26.4467,-150.5062,235,38000,437,0,F-EST,B38M,C-FSKZ,1645826976,YVR,HNL,AC517,0,0,ACA517,ACA
